target,feature_set,model_family,model_variant,model,selection_rule,threshold,precision_floor_target,precision_floor_used,precision_floor_fallback_used,validation_precision,validation_recall,validation_f1,validation_f2,test_precision,test_recall,test_f1,test_f2,test_pr_auc,test_roc_auc,test_false_positives,test_false_negatives,test_true_positives,test_true_negatives,test_predicted_positive_rate
decline_event_next,canopy_current_only,XGBoost,cost_sensitive,XGBoost (cost_sensitive),recall_ge_0.70_then_max_f1,0.45,,,False,0.7016129032258065,0.8446601941747572,0.7665198237885462,0.8115671641791045,0.8153846153846154,0.7910447761194029,0.803030303030303,0.7957957957957958,0.8854584122618577,0.7834690185436454,24,28,106,42,0.65
decline_event_next,canopy_current_only,XGBoost,cost_sensitive,XGBoost (cost_sensitive),max_recall_precision_ge_0.65,0.45,0.65,0.65,False,0.7016129032258065,0.8446601941747572,0.7665198237885462,0.8115671641791045,0.8153846153846154,0.7910447761194029,0.803030303030303,0.7957957957957958,0.8854584122618577,0.7834690185436454,24,28,106,42,0.65
decline_event_next,canopy_current_only,LightGBM,unweighted,LightGBM (unweighted),default_0.5,0.5,,,False,0.8076923076923077,0.4077669902912621,0.5419354838709678,0.4525862068965517,0.9090909090909091,0.373134328358209,0.5291005291005291,0.4230118443316413,0.8755971785355523,0.757123473541384,5,84,50,61,0.275
decline_event_next,canopy_current_only,LightGBM,unweighted,LightGBM (unweighted),max_f1,0.25,,,False,0.6428571428571429,0.7864077669902912,0.7074235807860262,0.7527881040892194,0.8173913043478261,0.7014925373134329,0.7550200803212851,0.7219662058371735,0.8755971785355523,0.757123473541384,21,40,94,45,0.575
decline_event_next,canopy_current_only,LightGBM,unweighted,LightGBM (unweighted),max_f2,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.6767676767676768,1.0,0.8072289156626506,0.9128065395095368,0.8755971785355523,0.757123473541384,64,0,134,2,0.99
decline_event_next,canopy_current_only,LightGBM,unweighted,LightGBM (unweighted),recall_ge_0.70_then_max_f1,0.25,,,False,0.6428571428571429,0.7864077669902912,0.7074235807860262,0.7527881040892194,0.8173913043478261,0.7014925373134329,0.7550200803212851,0.7219662058371735,0.8755971785355523,0.757123473541384,21,40,94,45,0.575
decline_event_next,canopy_current_only,LightGBM,unweighted,LightGBM (unweighted),max_recall_precision_ge_0.65,0.3,0.65,0.65,False,0.6923076923076923,0.6990291262135923,0.6956521739130435,0.6976744186046512,0.8543689320388349,0.6567164179104478,0.7426160337552743,0.6885758998435054,0.8755971785355523,0.757123473541384,15,46,88,51,0.515
decline_event_next,canopy_current_only,LightGBM,cost_sensitive,LightGBM (cost_sensitive),default_0.5,0.5,,,False,0.6914893617021277,0.6310679611650486,0.6598984771573604,0.642292490118577,0.8645833333333334,0.6194029850746269,0.7217391304347827,0.6566455696202531,0.877195809506113,0.7678652193577566,13,51,83,53,0.48
decline_event_next,canopy_current_only,LightGBM,cost_sensitive,LightGBM (cost_sensitive),max_f1,0.4,,,False,0.6511627906976745,0.8155339805825242,0.7241379310344828,0.7763401109057301,0.7950819672131147,0.7238805970149254,0.7578125,0.7370820668693009,0.877195809506113,0.7678652193577566,25,37,97,41,0.61
decline_event_next,canopy_current_only,LightGBM,cost_sensitive,LightGBM (cost_sensitive),max_f2,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.6733668341708543,1.0,0.8048048048048048,0.9115646258503401,0.877195809506113,0.7678652193577566,65,0,134,1,0.995
